Num;Name;Overview;Platform;Year_of_Release;Genre;Publisher;NA_players;EU_players;JP_players;Other_players;Global_players;Critic_Score;Critic_Count;User_Score;User_Count;Developer;Rating;console;alcohol_reference;animated_blood;blood;blood_and_gore;cartoon_violence;crude_humor;drug_reference;fantasy_violence;intense_violence;language;lyrics;mature_humor;mild_blood;mild_cartoon_violence;mild_fantasy_violence;mild_language;mild_lyrics;mild_suggestive_themes;mild_violence;no_descriptors;nudity;partial_nudity;sexual_content;sexual_themes;simulated_gambling;strong_janguage;strong_sexual_content;suggestive_themes;use_of_alcohol;use_of_drugs_and_alcohol;violence;esrb_rating
90;God of War: Chains of Olympus;"God of War: Chains of Olympus (en español. ""Cadenas del Olimpo"") es un videojuego para PSP. desarrollado por Ready at Dawn Studios. Es una precuela de God";PSP;2008;Action;Sony Computer Entertainment;1.48;1.0;0.04;0.66;3.18;91.0;79.0;8.6;565.0;Ready at Dawn;M;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;M
91;L.A. Noire;L.A. Noire es un videojuego desarrollado por Team Bondi y distribuido por Rockstar Games. Anunciado en un principio sólo para PlayStation 3. Rockstar reveló;PS3;2011;Adventure;Take-Two Interactive;1.27;1.29;0.12;0.49;3.17;89.0;78.0;7.7;1010.0;Team Bondi;M;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;M
92;Spider-Man;Spider-Man. traducido en ocasiones como Hombre Araña. es un personaje creado por los estadounidenses Stan Lee y Steve Ditko. e introducido en el cómic;PS;2000;Action;Activision;1.7;1.25;0.02;0.16;3.13;87.0;19.0;9.0;107.0;Neversoft Entertainment;E;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T
94;Sonic Rush;Sonic Rush es el primer videojuego de la mascota de SEGA para Nintendo DS. aunque bajo el desarrollo del mismo se encuentra el estudio Dimps.;DS;2005;Platform;Sega;1.21;1.56;0.06;0.29;3.12;82.0;43.0;8.5;101.0;Dimps Corporation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
95;Personal Trainer: Cooking;"Cooking Guide: Can't Decide What to Eat?. released in North America as Personal Trainer: Cooking. is a digital cookbook for the Nintendo DS.
 Release: EU: June 20. 2008; ‎AU‎: July 3. 2008;";DS;2006;Misc;Nintendo;0.9;1.0;01.03;0.17;3.11;81.0;12.0;7.8;10.0;Indies Zero;E;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M
96;The Legend of Zelda: A Link Between Worlds;El juego comienza con Link. un joven aprendiz de herrero que habita en Hyrule. Un día tiene una pesadilla en la que un objeto triangular es destruido frente a;3DS;2013;Action;Nintendo;1.4;01.01;0.46;0.23;3.1;91.0;81.0;8.9;1057.0;Nintendo;E;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;E
97;Mass Effect 2;Fueron la segunda especie que llegó a la Ciudadela y que la creó el Consejo junto a las asari. Son famosos por su don para la tecnología. la información y el;X360;2010;Role-Playing;Electronic Arts;1.99;0.81;0.03;0.27;3.1;96.0;98.0;8.9;3143.0;BioWare;M;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
98;Madden NFL 2002;Madden NFL 02 es un videojuego de fútbol americano. que fue lanzado el 12 de septiembre de 2001. Fue el último juego de la serie ''Madden NFL'' en ser;PS2;2001;Sports;Electronic Arts;2.5;0.16;0.01;0.42;03.08;94.0;23.0;7.9;46.0;EA Sports;E;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
99;Animal Crossing: Happy Home Designer;Animal Crossing: Happy Home Designer (どうぶつの森：ハッピーホームデザイナー. Dōbutsu no Mori: Happī Hōmu Dezainā) es un videojuego de simulación de;3DS;2015;Simulation;Nintendo;0.51;01.02;1.4;0.12;03.05;66.0;60.0;6.9;106.0;Nintendo;E;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;T
100;The Sims 4;Los Sims™ 4 · Galería · Descripción · Se puede jugar en · Funcionalidades · Ediciones que contienen este elemento · Complementos para este juego · A los usuarios;PC;2014;Simulation;Electronic Arts;1.0;1.82;0.0;0.23;03.05;70.0;74.0;3.9;2057.0;Maxis;T;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;T
101;Borderlands 2;Dynamic Co-op online. and LAN: Share your adventures with friends both online and via LAN. Borderlands 2 features a seamless system enabling you to drop in and;X360;2012;Shooter;Take-Two Interactive;1.89;0.88;0.04;0.25;03.05;89.0;59.0;8.2;892.0;Gearbox Software;M;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;M
102;Mass Effect 3;Mass Effect 3 es el nombre del videojuego de rol de acción desarrollado por BioWare y publicado por Electronic Arts que es el tercero y último de la;X360;2012;Role-Playing;Electronic Arts;1.94;0.84;0.03;0.24;03.04;93.0;74.0;5.8;3725.0;BioWare;M;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
104;Far Cry 3;Far Cry 3 (estilizado como FARCRY3) es un juego de acción y supervivencia en el trópico. creado por Ubisoft Montreal y Massive Studios que se lanzó el 29 de;PS3;2012;Shooter;Ubisoft;0.88;1.7;0.1;0.67;3.35;90.0;32.0;8.5;1041.0;Ubisoft Montreal;M;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;M
105;Devil May Cry;Devil May Cry (デビル メイ クライ. Debiru Mei Kurai. comúnmente abreviado como DMC) es un · La historia transcurre en la isla ficticia de Mallet y se centra en;PS2;2001;Action;Capcom;1.36;0.86;0.64;0.13;2.99;94.0;37.0;8.5;466.0;Capcom;M;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;M
106;Sonic Heroes;Sonic Heroes es un videojuego de las serie de Sonic the Hedgehog. Es el primer juego multiplataforma en los juegos de Sonic. siendo lanzado para la Nintendo;PS2;2003;Platform;Sega;01.04;1.37;0.06;0.49;2.96;64.0;29.0;7.8;94.0;Sonic Team;E;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M
107;Hitman 2: Silent Assassin;Hitman 2: Silent Assassin es un videojuego de acción en tercera persona y sigilo desarrollado por la compañía IO Interactive y publicado por Eidos;PS2;2002;Action;Eidos Interactive;1.36;1.15;0.04;0.41;2.96;85.0;19.0;7.8;78.0;Io Interactive;M;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;M
108;Mass Effect;“Mass Effect”[editar];X360;2007;Role-Playing;Microsoft Game Studios;1.83;0.79;0.03;0.27;2.91;91.0;74.0;8.7;1692.0;BioWare;M;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
109;Sonic Mega Collection Plus;Sonic Mega Collection es una compilación de videojuegos de SEGA. lanzado en el último trimestre del 2002 para los sistemas de entretenimiento informático;PS2;2004;Misc;Sega;1.54;1.14;0.0;0.22;2.9;73.0;21.0;8.6;30.0;Sonic Team;E;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M
110;Mortal Kombat;Mortal Kombat (comúnmente abreviado MK) es una franquicia de videojuego de lucha creada por Ed Boon y John Tobias en 1992. Las cuatro primeras entregas;PS3;2011;Fighting;Warner Bros. Interactive Entertainment;1.98;0.53;0.0;0.34;2.84;84.0;60.0;8.4;494.0;NetherRealm Studios;M;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;M
111;BioShock;BioShock es un Videojuego de disparos en primera persona con personalizaciones de juegos de rol. elementos de juego de sigilo y fragmentos de survival horror lo;X360;2007;Shooter;Take-Two Interactive;1.65;0.85;0.05;0.28;2.83;96.0;88.0;8.9;2249.0;Irrational Games;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
115;inFAMOUS: Second Son;"Rodeados por una sociedad que les teme. los superhumanos son cazados sin compasión y enjaulados por el Departamento de Protección Unificada DUP.
 USD 9.99 · ‎Disponible";PS4;2014;Action;Sony Computer Entertainment;1.28;0.98;0.07;0.46;2.79;80.0;90.0;7.9;2944.0;Sucker Punch;T;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M
116;Jak II;Jak II. o Jak II: El Renegado en Europa. es un videojuego de plataformas y ciencia ficción desarrollado por Naughty Dog. Estrenado para PlayStation 2 el 14;PS2;2003;Platform;Sony Computer Entertainment;1.68;0.74;0.0;0.36;2.78;87.0;47.0;8.2;241.0;Naughty Dog;T;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;T
117;Need for Speed: Hot Pursuit;Need for Speed: Hot Pursuit es el nombre de la decimocuarta entrega de la saga Need for Speed. Es un juego de carreras de 2010 desarrollado por Criterion;PS3;2010;Racing;Electronic Arts;01.05;1.23;0.03;0.47;2.78;89.0;59.0;7.2;301.0;Criterion Games;E10+;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;ET
118;The Sims;Los Sims es un · Los Sims es el primer videojuego de este · El juego consiste en crear personajes llamados Sims y satisfacer sus necesidades. concretar sus;PS2;2003;Simulation;Electronic Arts;1.41;1.12;0.0;0.24;2.77;83.0;33.0;7.7;46.0;Edge of Reality;T;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;T
120;Saints Row: The Third;Take a tank skydiving. call in a satellite-targeted airstrike on a Mexican wrestling gang. and defend yourself against a highly-trained military force using;X360;2011;Action;THQ;1.25;1.14;0.07;0.3;2.76;84.0;70.0;7.6;490.0;Volition Inc.;M;1;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;M
121;Sonic and the Secret Rings;Sonic y los Anillos Secretos. en inglés Sonic and the Secret Rings (ソニックと秘密のリング. Sonikku a Himitsu no Ringu). es un videojuego desarrollado por;Wii;2007;Platform;Sega;1.21;1.19;0.04;0.29;2.73;69.0;44.0;6.6;174.0;Sonic Team;E;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M
123;Onimusha: Warlords;Onimusha (鬼武者. Onimusha) Conocido en Occidente como Onimusha: Warlords (Guerrero Demonio: Señores de Guerra) es un videojuego de acción de Capcom;PS2;2001;Action;Virgin Interactive;0.99;0.48;01.09;0.14;2.7;86.0;23.0;8.2;56.0;Capcom;M;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M
124;L.A. Noire;L.A. Noire es un videojuego desarrollado por Team Bondi y distribuido por Rockstar Games. Anunciado en un principio sólo para PlayStation 3. Rockstar reveló;PS3;2011;Adventure;Take-Two Interactive;1.27;1.29;0.12;0.49;3.17;89.0;78.0;7.7;1010.0;Team Bondi;M;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;M
125;Mortal Kombat;Mortal Kombat (comúnmente abreviado MK) es una franquicia de videojuego de lucha creada por Ed Boon y John Tobias en 1992. Las cuatro primeras entregas;PS3;2011;Fighting;Warner Bros. Interactive Entertainment;1.98;0.53;0.0;0.34;2.84;84.0;60.0;8.4;494.0;NetherRealm Studios;M;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;M
126;Professor Layton and the Last Specter;Al final de mayo de 2011. Level-5 registró en los Estados Unidos la marca de Professor Layton and the Last Specter. y el juego fue presentado oficialmente;DS;2009;Puzzle;Nintendo;0.28;1.39;0.68;0.32;2.67;83.0;58.0;8.7;52.0;Level 5;E10+;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
127;Final Fantasy XIII-2;Final Fantasy XIII-2 (ファイナルファンタジーXIII-2. Fainaru Fantajī Sātīn tsu) es un videojuego de rol desarrollado y editado por Square Enix para las;PS3;2011;Role-Playing;Square Enix;0.78;0.73;0.89;0.23;2.63;79.0;53.0;6.6;707.0;Square Enix;T;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;M
128;Harry Potter and the Chamber of Secrets;Harry Potter y la cámara secreta (título original en inglés. Harry Potter and the Chamber of Secrets) es una película de género fantástico. dirigida por;PS2;2002;Action;Electronic Arts;0.9;1.22;0.04;0.44;2.61;71.0;16.0;7.6;49.0;Electronic Arts;E;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;M
130;God of War Collection;God of War: Collection es una compilación de videojuegos para PlayStation 3 que incluye los videojuegos God of War. God of War II y una demo de God of War;PS3;2009;Action;Sony Computer Entertainment;1.7;0.44;0.06;0.4;2.6;91.0;50.0;8.7;529.0;Bluepoint Games;M;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;M
131;NBA Live 2005;"NBA Live 2005 is the 2004 installment of the NBA Live video games series. The cover features Carmelo Anthony as a member of the Denver Nuggets.
 Mode(s): Single-player. ‎Multiplayer‎
 Platform(s): PlayStation 2. ‎Xbox‎ ‎GameCube‎.";PS2;2004;Sports;Electronic Arts;02.03;0.21;0.0;0.35;2.59;84.0;21.0;8.1;44.0;EA Canada;E;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
132;Sonic Adventure 2 Battle;Sonic Adventure 2: Battle es un videojuego producido por Sonic Team y distribuido por Sega para la videoconsola Game Cube. El título es una reedición;GC;2001;Platform;Sega;1.7;0.59;0.21;0.07;2.56;73.0;28.0;8.3;179.0;Sonic Team;E;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M
136;Pure;pronunciación (?·i) que significa purificado o refinado) es una técnica culinaria que consiste en machacar o triturar un alimento cocido. de tal forma que;X360;2008;Racing;Disney Interactive Studios;1.38;0.84;0.0;0.25;2.47;85.0;55.0;7.7;83.0;Black Rock Studio;E;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;E
137;Saints Row: The Third;Take a tank skydiving. call in a satellite-targeted airstrike on a Mexican wrestling gang. and defend yourself against a highly-trained military force using;X360;2011;Action;THQ;1.25;1.14;0.07;0.3;2.76;84.0;70.0;7.6;490.0;Volition Inc.;M;1;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;M
141;Half-Life 2;"Es el videojuego en modalidad arcade que salió al mercado el 28 de junio de 2006 en un sistema Taito Type X+ con una pantalla LCD de 32"" de alta definición.";PC;2004;Shooter;Vivendi Games;2.28;0.02;0.08;0.0;2.37;96.0;81.0;9.1;8665.0;Valve Software;M;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
142;The Incredibles;"The Incredibles is a 2004 American computer-animated superhero film produced by Pixar Animation Studios and released by Walt Disney Pictures.
 Release date: October 24. 2004 (El Capitan T";PS2;2004;Action;THQ;0.96;01.08;0.04;0.3;2.37;62.0;36.0;7.6;22.0;Heavy Iron Studios;T;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ET
143;Kinect Sports: Season Two;"Kinect Sports: Season Two. also known as Kinect Sports 2. is a sequel to Kinect Sports co-developed by Rare and BigPark. and published by Microsoft Studios.
 Mode(s): Single player. ‎Multiplayer‎
 Release: NA: 25 October 2011; ‎AU‎: 27 October";X360;2011;Sports;Microsoft Game Studios;1.38;0.72;0.02;0.22;2.34;66.0;46.0;6.5;39.0;Rare Ltd.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
145;James Bond 007: Everything or Nothing;James Bond 007: Everything or Nothing es un videojuego de James Bond protagonizado por Pierce Brosnan. Willem Dafoe. Shannon Elizabeth. Heidi Klum.;PS2;2004;Shooter;Electronic Arts;0.85;01.06;0.09;0.32;2.31;84.0;42.0;9.1;51.0;EA Redwood Shores;T;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M
146;Sonic's Ultimate Genesis Collection;Sega Mega Drive Ultimate Collection. conocido también en los Estados Unidos como Sonic's Ultimate Genesis Collection. es un videojuego disponible para las;PS3;2009;Misc;Sega;1.34;0.6;0.0;0.31;2.26;80.0;35.0;8.6;43.0;Backbone Entertainment;E10+;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M
147;Onimusha 2: Samurai's Destiny;Onimusha 2: Samurai's Destiny. lanzado en Japón como Onimusha 2 (鬼武者2 Onimusha Tsū). es un juego de acción y aventura desarrollado y lanzado por Capcom;PS2;2002;Adventure;Capcom;0.62;0.44;01.06;0.13;2.25;84.0;31.0;9.0;52.0;Capcom;M;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T
148;God of War: Ascension;"God of War: Ascension es la séptima entrega de la saga de videojuegos God of War. la cual fue lanzada para PlayStation 3 el 12 de marzo de 2013 en América.
 Modos de juego: Un jugador. multijugador ‎
 Última versión: 1.12
 Director(es): Todd Papy
 Motor: Motor de God of War III modificado
 ‎Argumento · ‎Gameplay · ‎Desarrollo · ‎Recepción";PS3;2013;Action;Sony Computer Entertainment;1.23;0.63;0.04;0.35;2.25;80.0;89.0;7.5;914.0;SCE Santa Monica;M;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;M
149;Sonic Advance;Sonic Advance es un videojuego desarrollado por Sega en 2001 para el sistema de entretenimiento informático Game Boy Advance. y posteriormente convertido;GBA;2001;Platform;Sega;1.19;0.71;0.22;0.13;2.24;87.0;22.0;8.1;48.0;Sonic Team;E;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M
150;Super Monkey Ball: Banana Blitz;"Super Monkey Ball: Banana Blitz is a platform game. the seventh title in the Super Monkey Ball series. following Super Monkey Ball Adventure.
 Composer(s): Yasushi Asada
 Director(s): Toshihiro Nagoshi
 Mode(s): Multiplayer; ‎single-player‎
 Artist(s): Saizo Nagai
 Gameplay
 Plot
 Reception
 Remake
 External links
 1 de 5
 The game spans a total of 100 main game levels. and 50 mini-games that each use the controller in a different way (e.g. ""Monkey Darts"" has players simulate the action of throwing a dart using the Wii";Wii;2006;Misc;Sega;01.05;0.91;0.04;0.24;2.24;74.0;53.0;5.7;72.0;Sega;E;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;ET
151;Spyro: Season of Ice;"Spyro: Season of Ice is a platform game developed by Digital Eclipse and published by Universal Interactive Studios for the Game Boy Advance.
 Composer(s): Robert Baffy; Ed Cosico
 Release: NA: November 7. 2001; ‎EU‎: November";GBA;2001;Platform;Vivendi Games;1.29;0.83;0.0;0.11;2.23;74.0;16.0;8.0;13.0;Digital Eclipse;E;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M
152;Dissidia: Final Fantasy;Dissidia: Final Fantasy (ディシディア ファイナルファンタジー. Dishidia Fainaru Fantajī) es un videojuego de acción desarrollado por Square Enix para la;PSP;2008;Fighting;Square Enix;0.51;0.5;0.91;0.31;2.23;79.0;61.0;8.0;139.0;Square Enix;T;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;T
153;Borderlands 2;Dynamic Co-op online. and LAN: Share your adventures with friends both online and via LAN. Borderlands 2 features a seamless system enabling you to drop in and;X360;2012;Shooter;Take-Two Interactive;1.89;0.88;0.04;0.25;03.05;89.0;59.0;8.2;892.0;Gearbox Software;M;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;M
154;Prince of Persia: The Sands of Time;Prince of Persia: Las Arenas del Tiempo es un videojuego desarrollado por Ubisoft. Este juego inaugura la exitosa serie homónima. cuyas continuaciones son;PS2;2003;Action;Ubisoft;0.88;01.03;0.0;0.31;2.22;92.0;44.0;8.8;204.0;Ubisoft;T;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;T
155;LEGO Marvel Super Heroes;LEGO Marvel Super Heroes es un videojuego de acción-aventura de 2013 desarrollado por TT Games y publicado por Warner Bros. Interactive Entertainment para;X360;2013;Action;Warner Bros. Interactive Entertainment;1.24;0.79;0.0;0.19;2.22;80.0;37.0;7.6;127.0;TT Games;E10+;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ET
157;Tom Clancy's Rainbow Six: Siege;"Tom Clancy's Rainbow Six Siege is the latest installment of the acclaimed first-person shooter franchise developed by the renowned Ubisoft Montreal studio.
 USD 7.99";PS4;2015;Shooter;Ubisoft;0.55;1.19;0.14;0.33;2.21;73.0;40.0;7.3;480.0;Ubisoft Montreal;M;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;M
158;Need for Speed: Hot Pursuit;Need for Speed: Hot Pursuit es el nombre de la decimocuarta entrega de la saga Need for Speed. Es un juego de carreras de 2010 desarrollado por Criterion;PS3;2010;Racing;Electronic Arts;01.05;1.23;0.03;0.47;2.78;89.0;59.0;7.2;301.0;Criterion Games;E10+;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;ET
159;Saints Row;Saints Row es un videojuego de acción-aventura. fue desarrollado por Volition. Inc. y publicado por THQ. El juego tiene gran parecido con las exitosas;X360;2006;Action;THQ;1.17;0.77;0.02;0.22;2.18;81.0;74.0;7.5;211.0;Volition Inc.;M;1;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;M
161;Tom Clancy's The Division;Tom Clancy's The Division;PS4;2016;Shooter;Ubisoft;1.35;1.7;0.15;0.6;3.8;80.0;64.0;7.0;2219.0;Massive Entertainment;M;1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;M
162;Final Fantasy XIII;Final Fantasy XIII es el título estrella de la colección Fabula Nova Crystallis de Final Fantasy. la cual incluye también los juegos Final Fantasy XV (;PS3;2009;Role-Playing;Square Enix;1.74;1.21;1.87;0.51;5.33;83.0;83.0;7.3;2483.0;Square Enix;T;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;M
163;Scribblenauts;19 nov 2012 — Acerca de este juego. Vuelve la galardonada franquicia superventas. ahora para PC. ¡y más grande que nunca! Adéntrate en un mundo abierto en;DS;2009;Puzzle;Warner Bros. Interactive Entertainment;1.67;0.3;0.02;0.18;2.16;79.0;72.0;7.6;110.0;5TH Cell;E10+;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ET
164;Sonic Unleashed;Sonic dispondrá de nuevas habilidades tales como derrapar y un deslizamiento lateral. Cuando se hace de noche. Sonic se transformará en un erizo-lobo y la;Wii;2008;Platform;Sega;1.26;0.67;0.02;0.21;2.16;66.0;30.0;7.3;136.0;Sonic Team;E10+;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M
166;Overwatch;Overwatch se caracteriza por tener combates en equipo en los que se enfrentan dos equipos de seis jugadores cada uno.;PS4;2016;Shooter;Activision;0.81;0.85;0.15;0.33;2.14;90.0;31.0;6.1;1358.0;Blizzard Entertainment;T;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;T
168;Your Shape featuring Jenny McCarthy;"The U.S. release of the game would feature an endorsement and appearances by model and comedian Jenny McCarthy. appearing as its in-game ""workout buddy"" to";Wii;2009;Sports;Ubisoft;1.49;0.46;0.0;0.18;2.12;62.0;5.0;5.2;54.0;Ubisoft;E;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
170;Tony Hawk's Pro Skater;Tony Hawk's Pro Skater (lanzado en algunas partes de Europa como Tony Hawk's Skateboarding) Es el primer juego de una de las mayores sagas de los;PS;1999;Sports;Activision;3.42;1.38;0.02;0.2;05.02;92.0;18.0;9.2;69.0;Neversoft Entertainment;T;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T
171;Mortal Kombat;Mortal Kombat (comúnmente abreviado MK) es una franquicia de videojuego de lucha creada por Ed Boon y John Tobias en 1992. Las cuatro primeras entregas;PS3;2011;Fighting;Warner Bros. Interactive Entertainment;1.98;0.53;0.0;0.34;2.84;84.0;60.0;8.4;494.0;NetherRealm Studios;M;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;M
172;Borderlands;Borderlands se desarrolla en el planeta Pandora. Atraídas por las aparentemente vastos yacimientos minerales. muchas naves colonizadores de la Dahl Corporation;X360;2009;Shooter;Take-Two Interactive;2.4;0.71;0.03;0.29;3.44;84.0;83.0;8.2;715.0;Gearbox Software;M;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;M
173;Dying Light;First-person action survival game set in a post-apocalyptic open world overrun by flesh-hungry zombies. Roam a city devastated by a mysterious virus;PS4;2015;Action;Warner Bros. Interactive Entertainment;0.96;0.67;0.12;0.34;02.09;74.0;58.0;7.9;1287.0;Techland;M;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;M
